1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,R,I,A,S,E,C,Class
4,3,4,3,0,1,2,2,2,1,3,2,0,2,2,1,1,3,3,4,1,1,0,0,1,2,2,4,1,3,1,3,0,1,2,2,3,3,4,0,1,0,2,2,2,0,2,3,0,1,3,1,1,2,21,15,14,17,17,13,R
3,3,3,2,3,4,2,2,3,3,2,2,2,3,2,3,2,3,3,4,2,3,4,3,2,3,3,4,3,3,3,4,3,4,4,3,3,2,2,2,2,3,3,2,2,2,3,3,1,1,2,4,2,2,25,22,27,31,21,20,S
1,2,3,1,0,2,3,3,3,1,1,1,0,1,0,1,1,1,4,2,4,1,1,1,0,0,3,3,2,2,1,2,1,2,3,0,4,1,3,0,2,1,1,3,3,2,1,2,3,2,2,3,2,3,18,7,16,16,18,20,C
2,1,4,1,4,4,4,4,0,2,3,2,2,4,4,0,0,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,1,1,4,3,4,2,2,1,1,3,0,3,4,4,2,4,2,3,24,18,26,35,19,25,S
4,4,4,4,4,4,0,4,0,4,4,4,4,4,0,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4,4,4,4,4,28,32,33,36,24,36,S
3,2,1,2,4,3,1,2,3,2,2,2,2,1,2,2,2,2,3,2,3,2,3,1,1,2,3,3,3,3,2,3,1,2,3,2,3,3,3,2,3,2,2,2,2,2,3,3,2,3,2,1,1,1,21,17,20,22,22,18,S
4,4,3,1,1,4,1,3,2,4,4,4,2,3,3,4,2,3,2,4,2,1,1,0,3,3,3,4,2,4,4,4,4,4,4,3,4,2,2,1,3,3,1,1,1,4,4,4,4,4,4,3,4,4,23,29,19,33,18,35,C
4,4,4,4,4,4,1,2,2,2,2,3,3,3,0,2,2,2,2,2,2,2,1,1,1,2,2,2,2,3,3,3,3,3,2,2,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,29,19,15,23,17,15,R
3,2,4,1,3,3,2,2,2,2,1,1,1,0,1,1,2,2,3,2,3,1,1,1,1,1,2,3,2,3,1,4,2,2,3,1,3,1,1,1,1,0,1,2,1,1,1,1,3,1,0,3,1,4,22,11,15,21,11,15,R
3,4,1,2,3,4,1,0,2,3,1,1,4,1,0,3,0,1,0,3,1,3,0,0,1,3,4,2,2,1,0,3,3,2,4,1,4,1,2,3,1,0,0,1,1,4,2,2,1,3,1,4,2,3,20,14,15,18,13,22,C
3,3,4,3,0,2,1,3,3,4,3,2,3,3,3,2,2,2,2,3,4,3,1,2,3,3,4,4,4,4,3,4,3,2,3,3,4,3,4,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,22,24,25,30,20,10,S
4,3,1,2,0,3,1,1,1,3,3,4,2,2,4,0,1,3,3,2,2,1,1,0,3,4,2,2,3,4,3,4,3,2,2,2,3,4,3,2,1,4,0,1,1,3,4,4,2,3,4,2,4,2,16,22,18,25,19,28,C
2,3,2,4,1,2,3,2,4,4,3,2,3,1,1,2,1,2,2,3,4,1,1,3,1,2,1,3,3,4,2,3,2,2,2,2,2,3,2,1,1,1,1,1,2,2,2,2,1,1,3,4,2,1,23,19,18,23,14,18,R
2,2,2,2,1,3,1,3,1,3,3,3,3,3,1,3,1,2,3,3,3,0,2,0,2,3,3,3,2,2,1,2,0,2,2,3,0,3,3,1,2,3,2,3,2,1,0,3,2,1,2,0,3,3,17,22,19,17,19,15,I
3,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,16,18,14,18,16,16,I
3,3,4,4,3,3,2,3,1,3,3,3,4,3,4,3,3,3,3,3,2,2,3,2,3,4,2,4,4,4,2,4,3,3,3,2,2,3,3,2,3,3,3,4,4,3,4,4,2,2,3,3,3,4,26,29,24,29,27,28,I
2,3,1,2,0,2,0,2,1,2,2,2,3,2,1,3,2,2,3,3,3,1,1,1,1,2,1,3,4,4,2,2,3,4,4,2,2,2,3,2,2,2,0,3,4,3,2,3,2,2,3,3,2,2,13,19,16,28,20,22,S
3,3,3,3,0,0,0,0,0,3,3,3,3,3,0,3,1,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,1,2,2,4,3,4,2,4,3,3,2,3,12,22,24,27,25,28,C
2,3,4,3,2,2,2,4,2,3,3,2,3,3,3,3,2,3,4,3,4,3,4,4,3,4,4,3,3,2,2,2,4,3,4,3,4,2,4,4,4,2,4,4,4,3,2,2,2,2,3,2,2,2,24,25,33,26,32,20,A
4,4,4,3,0,4,2,3,2,2,2,2,2,2,3,3,2,3,2,2,3,2,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,1,3,1,3,1,3,1,1,3,1,3,2,1,2,1,2,2,26,21,21,19,16,17,R
1,1,0,0,1,0,3,3,2,0,1,1,0,1,0,2,4,1,4,0,2,0,0,0,1,0,1,3,0,3,1,3,1,1,1,0,0,1,0,0,0,1,4,2,1,0,1,4,0,0,1,0,0,0,11,10,8,13,9,6,S
2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,3,2,2,2,1,2,1,2,3,3,3,3,2,3,3,3,3,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,14,17,18,25,15,17,S
2,2,3,2,0,2,2,3,2,2,3,2,4,2,3,2,2,3,2,4,4,2,4,3,2,4,4,3,4,3,2,3,4,4,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,18,23,29,31,32,36,C
4,3,2,2,4,4,1,3,2,2,2,2,2,2,1,0,1,2,3,2,3,2,2,0,2,2,2,4,4,4,2,2,3,3,4,2,0,2,3,2,2,2,0,1,2,2,4,4,1,1,2,0,1,1,25,14,18,28,14,16,S
4,3,2,2,1,2,3,4,3,3,2,3,2,3,3,3,1,2,3,3,3,2,0,1,2,3,2,4,4,3,4,4,4,4,3,3,4,4,4,3,4,4,2,3,3,3,3,4,2,3,4,4,4,3,24,22,19,33,31,30,S
3,4,4,2,0,3,2,2,4,4,2,2,4,1,1,4,4,3,0,4,4,4,0,1,4,4,4,4,4,4,4,4,4,3,2,1,4,4,4,1,2,4,4,4,4,2,4,4,0,0,4,4,4,3,24,25,25,30,31,25,E
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,28,27,27,27,27,27,R
1,1,1,0,0,0,0,2,0,1,1,2,0,1,0,2,0,2,3,3,2,1,0,0,3,0,2,2,0,2,2,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,5,9,14,11,2,5,A
2,2,1,1,0,3,0,1,0,1,1,1,1,1,1,1,1,1,2,1,2,0,0,0,1,1,0,2,1,1,1,1,1,3,3,0,2,1,1,1,0,1,0,2,2,1,1,1,1,1,2,1,1,1,10,9,7,13,10,10,S
3,4,4,2,0,4,0,2,1,2,3,2,1,2,1,2,1,3,3,3,4,2,1,0,2,2,1,4,3,3,2,4,3,2,3,2,3,2,3,3,2,2,2,2,2,2,1,2,1,1,1,1,2,2,20,17,18,26,21,13,S
3,4,3,3,4,3,2,3,1,3,3,3,4,3,3,3,2,3,4,4,4,1,2,0,2,3,2,3,1,3,2,4,2,1,4,2,2,2,1,2,2,2,1,1,2,2,3,2,3,2,2,4,3,3,26,27,22,22,15,24,I
4,3,2,2,0,4,2,0,1,2,1,1,4,2,2,2,1,1,3,2,4,3,1,1,3,3,4,3,4,3,3,3,2,3,4,2,3,2,4,1,2,2,1,3,2,2,3,2,1,3,3,3,4,3,18,16,24,27,20,24,S
2,1,3,2,1,3,2,3,2,4,2,1,3,1,4,1,0,1,4,2,3,1,2,1,1,1,3,4,4,3,2,4,4,4,3,3,4,2,3,1,2,2,1,3,2,2,2,3,3,1,2,4,1,3,19,17,18,31,20,21,S
2,2,2,2,2,2,1,3,1,2,2,2,2,2,1,2,1,2,1,2,1,3,2,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,2,3,2,3,3,3,3,3,3,3,1,1,3,2,3,1,17,16,16,27,22,20,S
4,3,3,2,2,2,2,3,0,2,3,3,1,2,2,2,1,3,2,3,3,2,2,1,2,2,2,3,3,4,3,3,3,3,3,3,2,2,3,2,2,2,0,1,3,2,2,3,3,2,2,2,1,2,21,19,19,28,17,19,S
3,1,4,3,0,2,3,3,0,0,2,1,4,3,1,0,2,2,4,4,4,0,0,1,1,3,4,4,4,3,0,4,4,4,3,3,4,2,3,2,2,3,2,4,4,2,3,3,0,3,0,1,2,3,19,15,21,29,26,17,S
4,4,4,4,2,4,1,2,4,3,2,2,2,2,3,3,2,3,2,4,4,2,1,4,3,3,1,4,3,4,2,4,2,2,3,2,4,3,4,2,2,2,2,1,2,4,3,3,2,2,2,2,2,4,29,22,24,26,22,24,R
4,3,3,4,1,4,2,2,3,2,2,2,2,2,2,2,1,2,3,4,4,3,3,2,1,2,2,1,1,2,1,2,2,3,4,4,2,0,0,1,1,2,3,3,3,2,2,1,1,2,1,2,2,2,26,17,24,20,15,15,R
2,1,1,0,0,0,1,3,1,1,2,1,0,2,1,1,0,1,2,3,2,1,0,0,0,1,1,2,1,4,2,4,1,1,2,0,0,2,1,0,0,0,0,0,1,0,3,2,1,1,0,0,0,0,9,9,10,17,4,7,S
3,3,3,3,2,3,0,2,2,3,3,3,3,3,2,2,3,3,4,2,3,2,1,0,2,2,1,2,1,3,3,4,2,3,3,3,1,2,1,2,1,2,3,4,4,3,3,3,1,1,1,2,1,2,21,25,17,24,20,17,I
3,3,3,3,4,4,1,2,2,4,4,3,4,4,3,3,3,3,4,4,3,2,3,2,2,4,3,4,4,4,4,4,4,3,4,4,3,2,2,2,3,3,2,1,2,2,4,4,3,3,3,3,3,4,25,31,27,35,20,29,S
2,3,1,1,0,2,1,3,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,3,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,14,11,14,15,13,16,C
3,2,3,3,4,4,2,2,3,3,3,2,3,3,2,3,3,3,4,3,4,1,2,2,3,3,2,3,3,4,4,4,4,3,4,2,3,2,2,3,2,3,3,2,3,2,3,3,2,2,3,2,3,2,26,25,24,31,23,22,S
1,1,4,1,3,4,2,3,3,1,1,1,3,1,1,2,1,1,3,1,1,1,1,0,1,1,3,4,2,2,1,1,2,3,3,2,3,2,3,1,1,1,1,3,2,1,1,1,0,0,1,2,1,1,22,12,12,20,17,8,R
3,3,3,3,3,3,2,3,3,2,3,3,3,3,4,3,3,3,2,3,3,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,4,3,3,4,4,4,26,27,27,27,26,32,C
4,3,3,4,0,3,1,4,1,3,2,2,1,2,1,0,1,1,2,2,2,0,0,0,1,1,1,2,1,2,3,4,1,1,2,1,0,2,2,1,0,0,1,2,1,1,1,1,0,0,0,1,0,2,23,13,9,17,9,6,R
2,3,2,2,1,3,1,2,1,3,2,2,2,2,1,3,1,2,2,4,4,2,4,2,2,3,2,3,3,4,2,4,3,3,4,2,3,2,2,2,1,2,1,1,1,2,4,3,0,0,1,2,1,1,17,18,25,28,15,14,S
3,2,3,2,2,2,2,1,1,2,2,1,2,1,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,18,17,20,19,19,22,C
3,3,3,2,3,4,0,2,2,3,3,3,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,3,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,22,21,17,13,16,17,R
4,4,3,1,4,2,1,4,0,1,3,2,0,3,1,4,0,2,1,0,4,2,1,0,0,0,2,0,1,3,0,0,1,0,0,2,4,4,1,1,0,0,0,1,4,2,2,4,0,0,1,2,0,0,23,16,10,7,15,11,R
4,2,3,1,2,4,2,4,2,2,2,2,3,2,3,4,2,1,2,2,3,1,3,1,1,2,2,4,4,4,3,3,2,4,4,2,2,3,3,1,1,2,1,0,1,1,3,3,1,1,2,3,3,2,24,21,17,30,14,19,S
4,3,4,2,1,2,3,2,4,1,2,1,1,2,0,1,1,0,4,4,3,2,2,2,2,4,3,4,2,4,2,4,2,3,2,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,25,9,26,25,2,4,A
1,1,1,0,1,0,0,0,0,4,4,2,2,4,3,2,3,2,4,4,3,2,2,2,2,4,3,4,3,4,2,4,2,3,2,2,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,4,26,26,26,2,4,I
4,4,4,2,2,2,3,2,3,4,4,2,2,4,3,2,3,2,4,3,2,1,1,1,1,3,2,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,26,26,18,5,1,3,R
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,4,3,2,2,2,2,4,3,4,3,4,2,4,2,3,2,2,2,4,4,2,4,2,3,3,2,1,1,0,1,0,0,0,0,0,2,2,26,26,26,3,A
0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,4,3,4,2,4,2,3,2,2,2,4,4,2,4,2,3,3,2,4,2,4,2,3,4,2,2,4,4,4,4,26,26,27,C
4,4,4,2,2,2,3,2,3,1,0,1,0,1,0,1,0,1,4,4,3,2,2,2,2,4,3,4,3,4,2,4,2,3,2,2,1,0,1,1,1,1,0,1,1,4,2,4,2,3,4,2,2,3,26,5,26,26,7,26,R
4,4,3,4,2,3,4,2,4,4,3,2,2,4,3,2,3,2,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,4,2,3,2,3,4,2,3,3,30,25,3,5,4,26,R
4,4,4,1,1,1,3,2,3,1,2,2,1,2,0,0,1,2,4,4,3,1,1,1,1,3,2,4,2,4,1,3,1,2,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,23,11,20,19,2,4,R
1,1,1,0,0,1,1,1,2,4,4,2,2,4,3,2,3,2,4,4,3,2,2,3,2,4,4,4,2,4,2,4,2,3,2,1,1,1,0,1,2,1,2,0,1,0,0,1,0,0,1,0,0,0,8,26,28,24,9,2,A
2,1,1,2,1,0,1,1,0,4,3,3,2,3,2,3,2,4,3,4,4,3,3,4,3,3,2,1,1,3,2,2,1,2,2,3,4,3,4,3,2,2,3,3,4,2,1,0,2,1,2,1,1,2,9,26,29,17,28,12,A
4,4,3,2,2,2,2,3,2,1,0,1,1,0,1,0,1,1,4,4,3,4,3,2,3,4,3,1,2,1,1,0,0,1,0,1,4,3,4,3,3,3,4,3,3,2,1,1,0,1,2,1,1,0,24,6,30,7,30,9,A
0,1,0,1,1,1,0,2,1,4,3,3,2,2,2,2,3,3,1,2,1,0,0,0,1,2,1,4,4,4,3,3,2,3,2,2,1,0,1,0,0,0,1,1,1,4,4,3,2,2,2,3,2,2,7,24,8,27,5,24,S
4,3,4,1,2,1,3,2,3,4,3,1,2,4,3,1,3,1,4,4,2,1,1,1,1,4,3,1,2,1,1,0,2,1,0,1,1,0,1,1,2,1,0,1,1,1,1,1,0,0,1,1,0,1,23,22,21,9,8,6,R
0,1,1,1,0,0,0,1,1,4,4,2,2,3,3,1,3,2,4,4,3,1,2,2,1,4,3,4,3,4,2,4,1,3,2,2,1,0,0,1,0,0,1,2,2,2,1,2,1,0,1,0,1,0,5,24,24,25,7,8,S
4,4,4,2,1,2,3,2,3,0,1,0,0,2,1,0,0,1,1,0,1,2,1,1,0,1,1,4,3,4,2,3,1,3,1,2,0,4,4,1,3,0,3,3,1,0,1,0,1,0,1,1,0,0,25,5,8,23,19,4,R
4,3,3,0,1,0,3,1,3,4,3,1,0,3,2,0,3,0,0,1,0,1,0,1,0,1,0,3,2,4,0,3,0,3,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,18,16,4,16,4,5,R
0,0,0,1,1,0,1,0,0,4,3,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,3,4,1,3,0,2,2,0,3,0,4,0,1,3,1,0,2,3,10,5,3,16,14,E
0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,3,2,4,1,3,0,2,1,0,0,3,4,1,3,0,2,2,0,3,1,4,1,2,3,0,0,2,3,4,5,16,15,16,S
4,3,3,0,1,0,2,0,2,0,0,1,1,1,0,1,0,0,4,3,2,0,0,1,0,3,2,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,15,4,15,3,3,3,R
4,3,3,1,1,1,2,0,2,4,3,1,1,3,2,1,2,1,0,0,0,1,1,1,1,0,0,3,2,4,1,3,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,17,18,4,15,2,5,I
4,3,3,1,0,1,2,0,2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,3,2,4,0,3,1,2,1,1,1,3,4,1,3,1,2,2,1,1,0,0,0,1,0,1,1,1,16,4,3,17,18,5,E
1,1,1,0,0,0,0,0,0,4,3,1,1,3,2,1,2,1,4,3,2,1,0,0,1,3,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,3,1,4,1,2,3,1,0,2,3,18,16,9,5,17,I
1,0,1,1,0,0,1,1,1,4,3,0,0,3,2,1,2,0,4,3,2,1,0,0,0,3,2,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,6,15,15,4,5,2,I
1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,4,3,2,1,0,1,1,3,2,3,2,4,1,3,0,2,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,6,6,17,17,7,2,A
4,3,3,1,0,0,2,0,2,0,0,1,1,1,1,0,1,0,4,3,2,1,0,1,0,3,2,0,1,0,0,0,0,0,1,0,1,3,4,0,3,1,2,2,0,1,1,0,0,0,1,1,0,1,15,5,16,2,16,5,A
0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,4,3,2,0,1,0,1,3,2,1,1,1,0,1,0,0,0,1,1,3,4,1,3,1,2,2,0,0,1,0,0,0,1,1,1,1,4,5,16,5,17,5,E
1,1,0,0,0,1,1,0,1,4,3,0,1,3,2,0,2,1,0,0,1,1,1,1,0,1,0,3,2,4,0,3,1,2,0,0,1,1,1,1,1,1,0,1,0,3,1,4,1,2,3,0,0,2,5,16,5,15,7,16,I
0,0,0,0,1,1,0,0,1,4,3,1,0,3,2,1,2,1,4,3,2,0,0,1,0,3,2,0,0,1,1,0,0,1,0,0,1,3,4,1,3,0,2,2,0,1,0,1,1,1,1,0,0,0,3,17,15,3,16,5,I
1,0,1,1,1,0,0,1,1,4,3,1,0,3,2,1,2,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,3,4,1,3,1,2,2,0,3,0,4,1,2,3,0,1,2,6,16,6,3,16,16,I
1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,4,3,2,1,0,0,1,3,2,3,2,4,0,3,1,2,1,0,0,3,4,1,3,0,2,2,1,0,0,1,1,1,0,1,0,1,5,6,16,16,16,5,A
4,3,3,1,0,0,2,1,2,0,1,1,0,0,1,1,1,1,4,3,2,0,0,1,0,3,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,16,6,15,4,1,6,R
0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,4,3,2,1,0,1,1,3,2,3,2,4,1,3,1,2,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,4,5,17,17,4,4,A
0,1,0,0,0,0,0,0,1,4,3,1,0,3,2,0,2,0,0,0,1,1,1,1,0,1,0,3,2,4,1,3,1,2,1,0,0,3,4,0,3,1,2,2,1,1,1,0,1,0,0,0,0,0,2,15,5,17,16,3,S
0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,4,3,2,1,0,1,1,3,2,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,4,1,2,3,0,0,2,5,2,17,3,5,15,A
4,3,3,1,0,0,2,1,2,0,0,1,1,1,0,0,1,0,4,3,2,0,0,0,1,3,2,3,2,4,0,3,0,2,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,16,4,15,15,3,7,R
4,3,3,0,0,0,2,0,2,1,0,0,0,0,1,0,1,0,4,3,2,0,0,0,0,3,2,0,1,0,0,0,0,0,1,1,1,3,4,0,3,0,2,2,1,0,1,0,0,0,0,1,1,1,14,3,14,3,16,4,E
1,1,1,1,0,1,0,1,0,4,3,1,1,3,2,1,2,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,3,4,1,3,1,2,2,0,0,0,1,0,0,1,0,0,1,6,18,3,3,16,3,I
4,3,3,0,0,1,2,0,2,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,3,2,4,1,3,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,15,4,4,17,2,4,S
4,3,3,1,1,1,2,1,2,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,3,2,4,1,3,0,2,0,1,1,1,0,0,0,0,0,1,1,3,0,4,0,2,3,0,1,2,18,5,6,16,4,15,R
0,0,1,0,0,0,1,0,1,4,3,0,0,3,2,0,2,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,3,4,1,3,0,2,2,1,0,0,0,1,0,0,1,1,0,3,15,4,5,16,3,E
1,1,1,0,1,1,1,0,0,4,3,1,0,3,2,1,2,0,4,3,2,0,0,0,1,3,2,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,6,16,15,2,8,4,I
0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,4,3,2,1,1,0,1,3,2,3,2,4,1,3,0,2,0,1,1,3,4,1,3,1,2,2,0,1,0,0,0,1,0,0,1,1,5,5,17,16,17,4,A
0,1,0,0,1,0,0,0,1,4,3,0,0,3,2,1,2,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,3,1,4,0,2,3,0,0,2,3,15,4,6,5,15,I
0,1,1,1,0,0,0,1,0,4,3,1,1,3,2,1,2,0,4,3,2,0,0,0,1,3,2,3,2,4,1,3,1,2,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,4,17,15,17,3,6,I
0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,3,2,4,0,3,0,2,0,0,0,3,4,0,3,0,2,2,1,1,0,1,1,0,1,1,1,1,8,3,6,14,15,7,E
4,3,3,1,1,0,2,1,2,4,3,0,0,3,2,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,4,0,2,3,0,1,2,17,15,3,1,2,16,R
0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,4,3,2,0,0,1,0,3,2,0,0,1,1,1,0,0,0,1,1,3,4,0,3,1,2,2,0,1,1,1,0,0,1,0,0,1,6,4,15,4,16,5,E
4,3,3,1,1,1,2,1,2,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,3,4,0,3,1,2,2,0,3,1,4,0,2,3,0,1,2,18,4,5,2,15,16,R
0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,3,2,4,1,3,1,2,1,0,1,3,4,0,3,1,2,2,1,0,0,0,0,0,1,1,1,1,3,4,3,17,17,4,S
0,0,0,1,1,0,0,1,1,4,3,0,0,3,2,1,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,3,4,1,3,1,2,2,0,1,1,0,1,1,0,0,0,0,4,16,4,4,17,4,E
4,3,3,1,0,0,2,1,2,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,3,2,4,0,3,0,2,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,16,5,3,15,4,5,R
4,3,3,0,0,0,2,0,2,4,3,0,1,3,2,1,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,14,17,2,3,3,1,I
0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,4,3,2,1,0,0,0,3,2,3,2,4,1,3,1,2,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,4,3,15,17,5,6,S
1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,3,2,4,1,3,1,2,1,0,0,3,4,1,3,1,2,2,1,0,1,0,0,0,1,0,0,0,3,5,4,17,17,2,S
0,1,0,0,0,1,1,0,0,4,3,0,0,3,2,0,2,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,3,4,1,3,1,2,2,0,3,0,4,0,2,3,1,1,2,3,15,3,6,17,16,E
4,3,3,0,1,1,2,0,2,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,3,2,4,1,3,0,2,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,16,3,3,15,6,2,R
0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,3,4,1,3,0,2,2,0,3,1,4,1,2,3,0,0,2,7,5,5,4,16,16,E
4,3,3,1,1,1,2,1,2,1,0,0,0,0,1,1,1,0,4,3,2,1,0,1,0,3,2,1,1,0,0,1,1,1,1,0,1,3,4,1,3,1,2,2,1,0,1,1,1,1,0,0,1,1,18,4,16,6,18,6,R
0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,4,3,2,0,0,0,0,3,2,0,1,1,1,1,0,1,0,0,1,3,4,0,3,1,2,2,0,0,0,0,0,0,1,0,0,0,2,3,14,5,16,1,E
4,3,3,0,1,1,2,0,2,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,3,4,1,3,0,2,2,1,3,0,4,1,2,3,1,1,2,16,3,5,4,16,17,C
0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,4,3,2,0,0,1,0,3,2,0,1,0,0,0,1,1,1,0,1,3,4,0,3,1,2,2,1,0,0,1,1,0,1,0,1,0,5,6,15,4,17,4,E
4,3,3,1,0,0,2,1,2,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,3,4,0,3,0,2,2,0,0,0,0,1,1,0,0,1,1,16,3,5,7,15,4,R
