1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,R,I,A,S,E,C,Class
1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,3,4,1,3,1,2,2,1,3,1,4,1,2,3,0,0,2,8,3,6,3,17,16,E
4,3,3,1,0,1,2,1,2,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,3,2,4,0,3,1,2,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,17,3,4,17,6,4,R
4,3,3,1,0,1,2,1,2,4,3,1,0,3,2,0,2,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,3,4,0,3,0,2,2,0,0,1,0,0,0,1,0,0,1,17,16,5,7,14,3,R
0,0,1,1,1,1,1,1,1,4,3,0,1,3,2,0,2,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,3,4,1,3,0,2,2,1,3,0,4,0,2,3,1,0,2,7,15,6,3,17,15,E
0,0,1,1,1,1,1,1,0,4,3,0,1,3,2,0,2,1,1,1,1,0,1,0,1,1,1,3,2,4,0,3,0,2,0,1,0,3,4,0,3,0,2,2,0,0,0,0,0,0,1,1,0,1,6,16,7,15,14,3,I
0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,3,4,0,3,0,2,2,0,3,0,4,1,2,3,0,0,2,2,6,4,6,14,15,C
1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,4,3,2,0,0,0,0,3,2,3,2,4,1,3,0,2,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,6,2,14,16,4,5,S
0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,3,2,4,1,3,1,2,1,1,1,1,1,0,0,1,0,0,1,3,0,4,1,2,3,1,0,2,6,3,5,18,5,16,S
4,3,3,1,0,0,2,1,2,4,3,0,1,3,2,1,2,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,3,4,0,3,0,2,2,0,1,1,0,0,1,0,0,0,0,16,17,6,5,15,3,I
4,3,3,0,1,1,2,0,2,4,3,1,1,3,2,1,2,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,3,1,4,0,2,3,0,1,2,16,18,3,6,5,16,I
0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,4,3,2,1,1,1,1,3,2,0,0,0,0,1,1,0,1,1,1,3,4,0,3,1,2,2,1,3,1,4,0,2,3,1,0,2,6,4,18,4,17,16,A
4,3,3,0,0,1,2,0,2,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,3,4,1,3,0,2,2,0,3,1,4,1,2,3,1,0,2,15,4,8,6,15,17,C
0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,4,3,2,1,0,0,1,3,2,3,2,4,0,3,1,2,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,6,4,16,17,6,5,S
1,1,0,1,0,1,0,1,1,4,3,1,0,3,2,0,2,1,0,0,0,1,0,0,0,0,1,3,2,4,1,3,1,2,1,0,0,3,4,0,3,1,2,2,1,0,0,0,0,0,1,0,0,0,6,16,2,17,16,1,S
0,1,0,0,0,0,1,0,1,4,3,1,0,3,2,0,2,0,1,1,0,0,1,1,1,1,1,3,2,4,1,3,1,2,1,0,0,1,1,1,0,1,0,0,1,3,0,4,1,2,3,1,1,2,3,15,7,17,5,17,S
0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,4,3,2,0,0,1,0,3,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,3,1,4,1,2,3,0,0,2,3,5,15,1,5,16,C
4,3,3,1,0,1,2,1,2,4,3,0,1,3,2,1,2,1,0,1,0,1,1,0,1,1,1,3,2,4,1,3,1,2,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,17,17,6,18,4,8,S
0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,3,2,4,1,3,1,2,1,0,0,3,4,0,3,0,2,2,0,1,1,0,0,1,0,0,1,1,1,5,3,17,14,5,S
4,3,3,1,0,1,2,1,2,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,3,1,4,0,2,3,1,0,2,17,4,4,4,3,16,R
1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,3,2,4,0,3,1,2,1,1,0,1,1,0,0,1,0,0,1,3,0,4,0,2,3,1,1,3,6,4,6,17,4,17,S
4,3,3,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,3,1,4,0,2,3,1,1,3,14,2,2,4,7,18,C
0,0,0,1,1,1,1,1,1,4,3,0,1,3,2,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,4,0,3,1,2,2,0,1,0,0,0,1,0,1,0,1,6,16,3,2,16,4,I
0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,4,3,2,0,1,1,0,3,2,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,3,1,4,1,2,3,1,0,3,4,5,16,6,4,18,C
0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,4,3,2,0,1,0,1,3,2,0,0,0,0,0,0,0,0,1,0,3,4,1,3,1,2,2,0,3,0,4,1,2,3,0,1,3,4,5,16,1,16,17,C
4,3,3,1,0,0,2,1,2,0,1,0,1,1,0,1,1,0,4,3,2,0,0,1,1,3,2,3,2,4,1,3,1,2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,16,5,16,18,5,3,S
4,3,3,1,1,0,2,1,2,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,3,4,0,3,0,2,2,1,1,1,0,1,1,1,0,1,0,17,5,4,7,15,6,R
0,1,1,0,1,0,1,0,1,4,3,0,1,3,2,1,2,0,4,3,2,0,1,1,1,3,2,1,0,1,0,1,1,0,1,0,1,3,4,1,3,1,2,2,1,1,0,0,0,0,0,1,0,0,5,16,17,5,18,2,E
4,3,3,1,1,0,2,1,2,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,3,2,4,0,3,1,2,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,17,8,4,17,5,5,R
1,1,0,0,0,0,1,0,1,4,3,0,1,3,2,1,2,1,0,1,1,0,0,1,0,1,1,3,2,4,0,3,0,2,0,0,0,0,1,1,1,1,1,1,0,3,0,4,1,2,3,0,0,3,4,17,5,14,6,16,I
0,0,0,1,1,0,0,1,0,4,3,1,1,3,2,0,2,1,1,1,0,0,1,0,0,1,0,3,2,4,0,3,1,2,1,0,0,0,1,0,1,0,1,0,0,3,1,4,1,2,3,1,0,3,3,17,4,16,3,18,C
0,0,0,0,0,1,0,0,1,4,3,1,1,3,2,1,2,1,1,0,1,0,1,1,0,1,1,3,2,4,1,3,1,2,1,0,1,3,4,0,3,1,2,2,1,1,0,0,1,0,0,1,1,0,2,18,6,17,17,4,I
1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,4,3,2,0,1,0,0,3,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,3,0,4,0,2,3,0,0,3,5,4,15,4,4,15,A
0,1,1,0,1,1,0,0,0,4,3,0,0,3,2,1,2,0,4,3,2,0,0,1,1,3,2,1,1,1,1,0,1,1,1,0,1,3,4,0,3,0,2,2,1,1,1,1,1,1,1,0,1,0,4,15,16,7,16,7,A
4,3,3,0,1,0,2,0,2,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,4,0,3,0,2,2,1,1,1,1,0,1,1,1,1,0,15,5,6,3,15,7,R
0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,4,3,2,0,1,0,0,3,2,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,3,1,4,1,2,3,1,1,3,8,3,15,6,5,19,C
1,1,0,0,0,0,1,0,0,4,3,1,1,3,2,1,2,0,4,3,2,0,0,1,0,3,2,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,3,0,4,0,2,3,0,0,3,3,17,15,4,5,15,I
4,3,3,0,0,0,2,0,2,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,3,2,4,1,3,1,2,1,0,0,3,4,1,3,0,2,2,0,1,1,1,0,1,1,0,0,0,14,4,5,17,15,5,S
4,3,3,0,0,0,2,0,2,1,0,1,1,0,1,1,0,0,4,3,2,0,0,0,0,3,2,0,1,0,0,0,0,1,0,1,1,3,4,1,3,0,2,2,0,1,0,1,1,1,1,1,0,0,14,5,14,3,16,6,E
4,3,3,0,1,0,2,0,2,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,3,2,4,1,3,1,2,1,1,0,3,4,0,3,0,2,2,1,1,1,0,1,0,1,1,0,0,15,7,2,18,15,5,S
4,3,3,1,1,1,2,1,2,1,0,0,1,0,0,1,0,1,4,3,2,0,0,1,1,3,2,1,1,0,0,1,0,1,0,0,1,3,4,1,3,0,2,2,0,0,0,1,1,1,1,0,1,1,18,4,16,4,16,6,R
0,0,0,0,0,0,1,0,1,4,3,0,0,3,2,1,2,0,4,3,2,0,1,0,1,3,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,2,15,16,2,4,7,A
0,0,1,0,1,1,1,0,1,4,3,1,0,3,2,0,2,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,3,4,1,3,0,2,2,0,1,0,0,1,1,0,1,1,1,5,16,2,7,15,6,I
0,0,0,1,1,1,1,1,1,4,3,0,0,3,2,1,2,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,3,4,0,3,0,2,2,0,0,0,1,1,0,0,1,0,1,6,16,3,5,15,4,I
4,3,3,0,1,0,2,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,3,2,4,0,3,1,2,1,0,1,0,0,1,1,1,0,1,1,3,1,4,0,2,3,0,0,3,15,5,3,16,6,16,S
0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,4,3,2,0,1,1,1,3,2,1,1,1,0,1,0,1,0,0,1,3,4,1,3,0,2,2,1,3,0,4,1,2,3,0,0,3,3,5,17,5,17,16,A
1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,4,3,2,0,0,1,0,3,2,0,0,1,0,0,1,0,0,0,0,3,4,0,3,1,2,2,1,1,1,0,0,1,1,0,0,0,4,4,15,2,16,4,E
4,3,3,1,0,1,2,0,2,0,1,1,1,1,0,1,1,0,4,3,2,0,1,1,0,3,2,3,2,4,1,3,1,2,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,16,6,16,17,8,4,S
0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,3,4,0,3,1,2,2,0,3,0,4,1,2,3,0,0,3,3,5,5,2,16,16,E
4,3,3,0,0,0,2,0,2,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,3,4,1,3,1,2,2,0,3,1,4,0,2,3,1,1,3,14,7,7,4,16,18,C
0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,4,3,2,0,1,1,1,3,2,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,3,0,4,0,2,3,1,1,3,4,6,17,4,3,17,A
0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,4,3,2,0,1,1,1,3,2,3,2,4,0,3,1,2,1,1,1,3,4,1,3,0,2,2,0,1,1,0,0,1,0,1,1,1,4,5,17,17,16,6,A
4,3,3,1,1,1,2,0,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,3,2,4,1,3,1,2,1,0,1,3,4,1,3,0,2,2,1,0,0,1,0,0,1,0,0,1,17,5,3,17,17,3,R
0,0,1,0,1,1,1,0,1,4,3,0,0,3,2,0,2,1,4,3,2,0,1,0,1,3,2,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,5,15,16,5,4,5,A
4,3,3,0,1,0,2,0,2,0,0,0,1,1,1,0,0,0,4,3,2,0,1,0,1,3,2,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,15,3,16,8,4,2,A
0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,3,2,4,0,3,0,2,0,1,1,3,4,1,3,0,2,2,0,0,1,0,1,0,0,1,0,0,4,3,4,15,16,3,E
0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,4,3,2,0,0,0,1,3,2,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,3,1,4,0,2,3,0,0,3,4,5,15,7,1,16,C
0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,4,3,2,0,0,0,1,3,2,3,2,4,0,3,1,2,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,5,6,15,16,6,2,S
0,0,0,0,0,0,1,0,1,4,3,0,0,3,2,0,2,0,4,3,2,0,0,0,1,3,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,3,1,4,0,2,3,0,0,3,2,14,15,3,3,16,C
4,3,3,1,1,1,2,0,2,4,3,1,1,3,2,1,2,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,3,0,4,1,2,3,1,1,3,17,17,6,6,2,18,C
4,3,3,0,1,0,2,0,2,1,1,0,1,0,0,0,1,0,4,3,2,0,0,0,0,3,2,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,15,4,14,4,2,6,R
4,3,3,1,1,1,2,0,2,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,3,0,2,2,1,0,0,0,1,1,0,0,1,1,17,3,6,0,16,4,R
0,0,1,1,1,1,1,0,1,4,3,1,1,3,2,1,2,1,4,3,2,0,1,1,1,3,2,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,6,18,17,4,5,6,I
4,3,3,1,0,1,2,0,2,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,3,1,4,1,2,3,1,0,3,16,5,2,4,4,18,C
1,1,0,1,1,1,0,0,0,4,3,0,1,3,2,1,2,1,4,3,2,0,1,1,1,3,2,0,0,1,0,1,1,0,1,1,0,3,4,0,3,1,2,2,1,1,0,0,0,0,1,0,1,1,5,17,17,5,16,4,I
4,3,3,1,0,1,2,0,2,4,3,0,0,3,2,0,2,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,16,14,5,4,5,4,R
0,1,1,1,0,1,1,0,1,4,3,0,1,3,2,0,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,3,0,4,0,2,3,1,0,3,6,15,3,5,3,16,C
0,0,1,1,1,0,1,0,1,4,3,1,0,3,2,0,2,1,4,3,2,0,0,0,0,3,2,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,5,16,14,4,5,5,I
0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,4,0,3,1,2,0,1,0,3,4,0,3,1,2,2,0,3,0,4,0,2,3,0,1,3,4,6,4,16,15,16,S
0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,4,3,2,0,0,1,1,3,2,3,2,4,0,3,1,2,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,6,16,17,6,4,S
4,3,3,1,0,0,2,0,2,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,3,4,1,3,0,2,2,1,3,1,4,0,2,3,0,1,3,15,3,5,5,16,17,C
0,1,1,1,0,1,1,0,1,4,3,1,0,3,2,1,2,0,1,1,1,0,1,1,0,1,1,3,2,4,0,3,1,2,0,0,1,3,4,1,3,0,2,2,0,1,0,1,0,0,1,1,0,0,6,16,7,15,16,4,I
1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,4,3,2,0,0,0,0,3,2,0,0,1,0,1,1,0,0,1,1,3,4,1,3,0,2,2,1,0,1,1,1,1,1,0,0,1,6,3,14,4,17,6,E
4,3,3,0,0,1,2,0,2,4,3,1,0,3,2,0,2,1,4,3,2,0,0,0,0,3,2,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,15,16,14,2,5,4,I
4,3,3,0,1,0,2,0,2,1,1,1,0,0,0,1,1,0,4,3,2,0,0,1,0,3,2,3,2,4,0,3,0,2,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,15,5,15,15,7,3,R
4,3,3,1,1,0,2,0,2,4,3,1,1,3,2,0,2,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,16,16,3,5,3,5,R
4,3,3,0,0,0,2,0,2,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,3,4,0,3,1,2,2,0,1,0,0,0,0,0,1,1,1,14,3,6,2,16,4,E
4,3,3,1,1,0,2,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,3,2,4,0,3,1,2,1,0,0,0,1,0,1,0,0,1,0,3,1,4,1,2,3,0,1,3,16,2,3,16,3,18,C
0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,4,3,2,0,0,1,0,3,2,1,0,0,0,1,0,0,0,1,0,3,4,0,3,1,2,2,1,3,0,4,0,2,3,0,0,3,6,4,15,3,16,15,E
4,3,3,0,1,0,2,0,2,4,3,0,1,3,2,0,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,3,1,4,1,2,3,1,0,3,15,16,2,6,2,18,C
0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,4,3,2,0,0,1,1,3,2,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,3,1,4,1,2,3,1,0,3,4,5,16,3,5,18,C
4,3,3,1,0,1,2,0,2,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,3,2,4,0,3,0,2,0,1,1,1,0,0,0,0,1,1,1,3,0,4,1,2,3,0,0,3,16,3,5,15,5,16,R
0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,4,3,2,0,1,0,0,3,2,0,0,0,0,1,0,0,0,1,1,3,4,1,3,0,2,2,1,1,0,0,1,0,0,1,1,0,5,8,15,2,17,4,E
0,0,0,0,0,0,1,0,1,4,3,0,0,3,2,0,2,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,3,0,4,0,2,3,0,0,3,2,14,5,6,4,15,C
0,0,0,0,0,0,1,0,1,4,3,0,1,3,2,1,2,0,4,3,2,0,1,0,0,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,4,0,2,3,0,1,3,2,16,15,1,2,16,I
1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,3,4,1,3,0,2,2,1,3,1,4,0,2,3,1,0,3,4,5,4,6,16,17,C
4,3,3,0,0,0,2,0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,3,0,4,0,2,3,1,0,3,14,5,4,8,5,16,C
1,1,0,1,1,1,1,0,1,4,3,0,1,3,2,1,2,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,3,4,1,3,1,2,2,0,1,0,0,0,0,1,0,1,1,7,17,4,1,17,4,I
4,3,3,1,0,0,2,0,2,4,3,0,0,3,2,1,2,1,4,3,2,0,0,1,1,3,2,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,15,16,16,3,7,6,I
4,3,3,1,0,0,2,0,2,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,3,4,0,3,0,2,2,1,3,0,4,1,2,3,0,0,3,15,6,5,6,16,16,E
4,3,3,1,1,1,2,0,2,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,3,2,4,1,3,0,2,0,1,1,3,4,1,3,0,2,2,1,0,0,1,1,1,0,1,0,0,17,5,5,16,17,4,R
4,3,3,0,1,0,2,0,2,4,3,0,1,3,2,0,2,1,1,0,0,0,1,0,0,0,0,3,2,4,0,3,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,15,16,2,14,4,3,I
0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,3,2,4,1,3,0,2,0,0,0,0,0,1,0,0,0,1,1,3,0,4,0,2,3,0,0,3,4,4,3,15,3,15,S
0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,4,3,2,0,1,0,1,3,2,3,2,4,1,3,0,2,0,1,1,1,0,1,0,1,1,0,1,3,1,4,1,2,3,0,0,3,4,3,16,16,6,17,C
0,0,0,1,0,0,0,0,0,4,3,1,0,3,2,0,2,1,4,3,2,0,1,1,0,3,2,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,3,1,4,0,2,3,0,0,3,1,16,16,6,4,16,I
1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,4,3,2,0,0,0,0,3,2,3,2,4,0,3,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,4,3,14,15,2,4,S
4,3,3,1,0,0,2,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,3,2,4,1,3,1,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,15,5,3,17,3,5,S
4,3,3,1,0,1,2,0,2,0,1,0,1,0,0,0,1,1,4,3,2,0,1,0,1,3,2,0,0,0,0,1,1,0,1,1,0,3,4,1,3,1,2,2,1,1,0,0,0,1,0,0,0,0,16,4,16,4,17,2,E
4,3,3,1,1,0,2,0,2,4,3,1,1,3,2,0,2,1,0,0,0,0,0,0,0,1,1,3,2,4,1,3,0,2,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,16,17,2,16,6,3,I
0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,4,3,2,0,1,0,1,3,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,1,4,0,2,3,1,1,3,3,6,16,2,3,18,C
0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,3,2,0,0,1,0,3,2,0,1,0,1,1,1,1,1,1,1,3,4,1,3,0,2,2,1,3,0,4,1,2,3,0,0,3,3,2,15,7,17,16,E
4,3,3,0,1,1,2,0,2,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,3,2,4,1,3,1,2,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,16,6,6,18,4,2,S
4,3,3,1,0,0,2,0,2,4,3,1,0,3,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,3,4,0,3,0,2,2,1,0,0,0,0,1,1,1,1,1,15,15,4,3,15,5,R
1,0,0,0,1,0,0,0,0,4,3,0,1,3,2,1,2,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,3,1,4,1,2,3,0,0,3,2,16,5,5,4,17,C
0,0,0,1,1,0,1,0,1,4,3,0,1,3,2,0,2,0,1,0,0,0,0,0,0,0,0,3,2,4,1,3,1,2,1,1,1,3,4,0,3,1,2,2,1,1,0,0,1,1,0,1,0,0,4,15,1,18,17,4,S
4,3,3,0,1,1,2,0,2,1,0,0,1,1,0,1,0,1,4,3,2,0,1,0,1,3,2,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,3,1,4,1,2,3,0,0,3,16,5,16,6,5,17,C
0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4,3,2,0,0,1,0,3,2,1,0,0,0,0,1,0,1,1,0,3,4,1,3,0,2,2,1,3,0,4,0,2,3,1,1,3,2,4,15,4,16,17,C
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,4,3,2,0,1,1,0,3,2,0,1,1,0,0,1,1,1,1,0,3,4,0,3,0,2,2,1,0,0,0,0,0,1,0,1,0,2,3,16,6,15,2,A
4,3,3,1,1,1,2,0,2,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,3,2,4,0,3,1,2,1,0,1,3,4,0,3,0,2,2,1,1,1,0,1,1,1,1,0,0,17,6,3,16,16,6,R
4,3,3,1,0,0,2,0,2,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,0,4,1,2,3,1,1,3,15,5,5,4,2,18,C
4,3,3,0,1,0,2,0,2,0,1,0,1,1,1,1,0,1,4,3,2,0,1,0,1,3,2,3,2,4,0,3,0,2,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,15,6,16,14,6,4,A
0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,4,3,2,0,0,0,0,3,2,3,2,4,0,3,1,2,1,0,0,3,4,0,3,0,2,2,1,1,0,0,0,0,1,1,0,1,2,4,14,16,15,4,S
4,3,3,1,1,1,2,0,2,1,0,1,0,0,1,0,1,1,4,3,2,0,1,1,0,3,2,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,3,0,4,1,2,3,0,0,3,17,5,16,5,6,16,R
4,3,3,0,1,1,2,0,2,4,3,0,1,3,2,1,2,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,3,4,0,3,0,2,2,0,0,0,0,0,1,0,1,1,0,16,17,3,6,15,3,I
